Date,Time,HomeTeam,Score,AwayTeam,Week,Season
29/11/1970,,Sporting,2-1,FC Porto,J11,1970-1971
29/11/1970,,Farense,1-0,Leixões,J11,1970-1971
29/11/1970,,CUF,2-0,Belenenses,J11,1970-1971
29/11/1970,,Boavista,2-0,Vitória SC,J11,1970-1971
29/11/1970,,Académica OAF,3-1,Tirsense,J11,1970-1971
22/11/1970,,Vitória SC,0-0,Sporting,J10,1970-1971
22/11/1970,,Tirsense,1-1,Varzim,J10,1970-1971
22/11/1970,,FC Porto,2-0,CUF,J10,1970-1971
22/11/1970,,Benfica,5-0,Leixões,J10,1970-1971
22/11/1970,,Belenenses,0-2,Académica OAF,J10,1970-1971
22/11/1970,,Barreirense,0-4,Vitória FC,J10,1970-1971
21/11/1970,,Boavista,0-1,Farense,J10,1970-1971
15/11/1970,,Vitória FC,6-1,Tirsense,J9,1970-1971
15/11/1970,,Varzim,2-0,Belenenses,J9,1970-1971
15/11/1970,,Sporting,8-0,Boavista,J9,1970-1971
15/11/1970,,Leixões,1-0,Barreirense,J9,1970-1971
15/11/1970,,Farense,1-0,Benfica,J9,1970-1971
15/11/1970,,CUF,0-0,Vitória SC,J9,1970-1971
15/11/1970,,Académica OAF,3-2,FC Porto,J9,1970-1971
08/11/1970,,Vitória SC,1-2,Académica OAF,J8,1970-1971
08/11/1970,,Tirsense,3-1,Leixões,J8,1970-1971
08/11/1970,,Sporting,1-0,Farense,J8,1970-1971
08/11/1970,,Boavista,3-2,CUF,J8,1970-1971
08/11/1970,,Belenenses,1-0,Vitória FC,J8,1970-1971
08/11/1970,,Barreirense,0-2,Benfica,J8,1970-1971
04/11/1970,,FC Porto,4-2,Varzim,J8,1970-1971
01/11/1970,,Vitória FC,2-0,FC Porto,J7,1970-1971
01/11/1970,,Varzim,0-2,Vitória SC,J7,1970-1971
01/11/1970,,Leixões,2-0,Belenenses,J7,1970-1971
01/11/1970,,Farense,1-1,Barreirense,J7,1970-1971
01/11/1970,,CUF,0-2,Sporting,J7,1970-1971
01/11/1970,,Académica OAF,3-1,Boavista,J7,1970-1971
31/10/1970,,Benfica,7-0,Tirsense,J7,1970-1971
25/10/1970,15:00,Vitória SC,2-3,Vitória FC,J6,1970-1971
25/10/1970,15:00,Tirsense,3-2,Barreirense,J6,1970-1971
25/10/1970,15:00,Sporting,1-0,Académica OAF,J6,1970-1971
25/10/1970,15:00,FC Porto,4-1,Leixões,J6,1970-1971
25/10/1970,15:00,CUF,2-0,Farense,J6,1970-1971
25/10/1970,15:00,Belenenses,1-1,Benfica,J6,1970-1971
24/10/1970,16:00,Boavista,1-1,Varzim,J6,1970-1971
18/10/1970,,Vitória FC,5-1,Boavista,J5,1970-1971
18/10/1970,,Varzim,0-1,Sporting,J5,1970-1971
18/10/1970,,Leixões,0-0,Vitória SC,J5,1970-1971
18/10/1970,,Farense,1-0,Tirsense,J5,1970-1971
18/10/1970,,Benfica,2-2,FC Porto,J5,1970-1971
18/10/1970,,Barreirense,1-1,Belenenses,J5,1970-1971
18/10/1970,,Académica OAF,5-1,CUF,J5,1970-1971
04/10/1970,15:00,Vitória SC,0-0,Benfica,J4,1970-1971
04/10/1970,15:00,Sporting,1-0,Vitória FC,J4,1970-1971
04/10/1970,15:00,FC Porto,2-2,Barreirense,J4,1970-1971
04/10/1970,15:00,CUF,2-0,Varzim,J4,1970-1971
04/10/1970,15:00,Académica OAF,3-1,Farense,J4,1970-1971
03/10/1970,21:30,Belenenses,0-0,Tirsense,J4,1970-1971
03/10/1970,,Boavista,1-1,Leixões,J4,1970-1971
27/09/1970,,Varzim,2-1,Académica OAF,J3,1970-1971
27/09/1970,,Tirsense,1-2,FC Porto,J3,1970-1971
27/09/1970,,Leixões,0-2,Sporting,J3,1970-1971
27/09/1970,,Farense,1-0,Belenenses,J3,1970-1971
27/09/1970,,Barreirense,1-1,Vitória SC,J3,1970-1971
26/09/1970,,Vitória FC,3-0,CUF,J3,1970-1971
26/09/1970,,Benfica,4-0,Boavista,J3,1970-1971
20/09/1970,16:00,Vitória SC,0-0,Tirsense,J2,1970-1971
20/09/1970,16:00,Varzim,1-0,Farense,J2,1970-1971
20/09/1970,16:00,Sporting,1-1,Benfica,J2,1970-1971
20/09/1970,16:00,FC Porto,1-0,Belenenses,J2,1970-1971
20/09/1970,16:00,CUF,7-1,Leixões,J2,1970-1971
20/09/1970,16:00,Boavista,1-0,Barreirense,J2,1970-1971
20/09/1970,16:00,Académica OAF,1-0,Vitória FC,J2,1970-1971
13/09/1970,16:00,Tirsense,1-0,Boavista,J1,1970-1971
13/09/1970,16:00,Leixões,0-0,Académica OAF,J1,1970-1971
13/09/1970,,Farense,1-0,FC Porto,J1,1970-1971
13/09/1970,,Benfica,1-0,CUF,J1,1970-1971
13/09/1970,,Belenenses,3-1,Vitória SC,J1,1970-1971
13/09/1970,,Barreirense,0-3,Sporting,J1,1970-1971
12/09/1970,,Vitória FC,3-0,Varzim,J1,1970-1971
19/04/1970,,Vitória SC,1-0,FC Porto,J26,1969-1970
19/04/1970,,Leixões,2-5,Sporting,J26,1969-1970
19/04/1970,,CUF,0-4,Vitória FC,J26,1969-1970
19/04/1970,,Boavista,2-0,SC Braga,J26,1969-1970
19/04/1970,,Benfica,1-0,Varzim,J26,1969-1970
19/04/1970,,Belenenses,0-1,Barreirense,J26,1969-1970
19/04/1970,,Académica OAF,4-0,U. Tomar,J26,1969-1970
12/04/1970,,Vitória FC,5-1,Académica OAF,J25,1969-1970
12/04/1970,,Varzim,0-0,Leixões,J25,1969-1970
12/04/1970,,U. Tomar,2-1,Belenenses,J25,1969-1970
12/04/1970,,Sporting,3-0,Boavista,J25,1969-1970
12/04/1970,,SC Braga,0-1,CUF,J25,1969-1970
12/04/1970,,FC Porto,1-2,Benfica,J25,1969-1970
12/04/1970,,Barreirense,1-1,Vitória SC,J25,1969-1970
05/04/1970,,Vitória SC,2-1,U. Tomar,J24,1969-1970
05/04/1970,,Varzim,0-2,FC Porto,J24,1969-1970
05/04/1970,,CUF,1-3,Sporting,J24,1969-1970
05/04/1970,,Boavista,3-2,Leixões,J24,1969-1970
05/04/1970,,Benfica,3-0,Barreirense,J24,1969-1970
05/04/1970,,Belenenses,1-0,Vitória FC,J24,1969-1970
05/04/1970,,Académica OAF,0-1,SC Braga,J24,1969-1970
29/03/1970,,Vitória FC,2-0,Vitória SC,J23,1969-1970
29/03/1970,,U. Tomar,0-4,Benfica,J23,1969-1970
29/03/1970,,Sporting,2-1,Académica OAF,J23,1969-1970
29/03/1970,,SC Braga,1-0,Belenenses,J23,1969-1970
29/03/1970,,Leixões,2-0,FC Porto,J23,1969-1970
29/03/1970,,Boavista,0-0,CUF,J23,1969-1970
29/03/1970,,Barreirense,2-0,Varzim,J23,1969-1970
15/03/1970,,Vitória SC,2-0,SC Braga,J22,1969-1970
15/03/1970,,Varzim,2-0,U. Tomar,J22,1969-1970
15/03/1970,,FC Porto,1-1,Barreirense,J22,1969-1970
15/03/1970,,CUF,1-0,Leixões,J22,1969-1970
15/03/1970,,Benfica,2-1,Vitória FC,J22,1969-1970
15/03/1970,,Belenenses,1-2,Sporting,J22,1969-1970
14/03/1970,,Académica OAF,4-1,Boavista,J22,1969-1970
08/03/1970,,Vitória FC,2-1,Varzim,J21,1969-1970
08/03/1970,,U. Tomar,3-0,FC Porto,J21,1969-1970
08/03/1970,,Sporting,5-1,Vitória SC,J21,1969-1970
08/03/1970,,SC Braga,1-3,Benfica,J21,1969-1970
08/03/1970,,Leixões,2-0,Barreirense,J21,1969-1970
08/03/1970,,CUF,1-1,Académica OAF,J21,1969-1970
08/03/1970,,Boavista,4-1,Belenenses,J21,1969-1970
01/03/1970,,Vitória SC,3-2,Boavista,J20,1969-1970
01/03/1970,,Varzim,3-2,SC Braga,J20,1969-1970
01/03/1970,,FC Porto,0-3,Vitória FC,J20,1969-1970
01/03/1970,,Benfica,1-1,Sporting,J20,1969-1970
01/03/1970,,Belenenses,1-3,CUF,J20,1969-1970
01/03/1970,,Barreirense,3-0,U. Tomar,J20,1969-1970
28/02/1970,,Académica OAF,5-1,Leixões,J20,1969-1970
22/02/1970,,Vitória FC,2-1,Barreirense,J19,1969-1970
22/02/1970,,Sporting,1-1,Varzim,J19,1969-1970
22/02/1970,,SC Braga,1-1,FC Porto,J19,1969-1970
22/02/1970,,Leixões,1-0,U. Tomar,J19,1969-1970
22/02/1970,,CUF,1-0,Vitória SC,J19,1969-1970
22/02/1970,,Boavista,1-1,Benfica,J19,1969-1970
22/02/1970,,Académica OAF,3-0,Belenenses,J19,1969-1970
08/02/1970,,Vitória SC,4-0,Académica OAF,J18,1969-1970
08/02/1970,,Varzim,4-1,Boavista,J18,1969-1970
08/02/1970,,U. Tomar,1-2,Vitória FC,J18,1969-1970
08/02/1970,,FC Porto,0-1,Sporting,J18,1969-1970
08/02/1970,,Benfica,0-1,CUF,J18,1969-1970
08/02/1970,,Belenenses,1-0,Leixões,J18,1969-1970
08/02/1970,,Barreirense,5-1,SC Braga,J18,1969-1970
01/02/1970,,U. Tomar,1-1,SC Braga,J17,1969-1970
01/02/1970,,Sporting,1-0,Barreirense,J17,1969-1970
01/02/1970,,Leixões,1-3,Vitória FC,J17,1969-1970
01/02/1970,,CUF,1-1,Varzim,J17,1969-1970
01/02/1970,,Boavista,3-2,FC Porto,J17,1969-1970
01/02/1970,,Belenenses,1-0,Vitória SC,J17,1969-1970
01/02/1970,,Académica OAF,0-2,Benfica,J17,1969-1970
25/01/1970,,Vitória SC,2-0,Leixões,J16,1969-1970
25/01/1970,,Vitória FC,7-1,SC Braga,J16,1969-1970
25/01/1970,,Varzim,2-2,Académica OAF,J16,1969-1970
25/01/1970,,U. Tomar,0-3,Sporting,J16,1969-1970
25/01/1970,,Benfica,0-0,Belenenses,J16,1969-1970
25/01/1970,,Barreirense,2-0,Boavista,J16,1969-1970
21/01/1970,,FC Porto,2-0,CUF,J16,1969-1970
18/01/1970,,Vitória SC,2-1,Benfica,J15,1969-1970
18/01/1970,,Sporting,3-1,Vitória FC,J15,1969-1970
18/01/1970,,Leixões,2-1,SC Braga,J15,1969-1970
18/01/1970,,CUF,0-1,Barreirense,J15,1969-1970
18/01/1970,,Boavista,2-0,U. Tomar,J15,1969-1970
18/01/1970,,Belenenses,1-0,Varzim,J15,1969-1970
18/01/1970,,Académica OAF,1-2,FC Porto,J15,1969-1970
04/01/1970,,Vitória FC,2-1,Boavista,J14,1969-1970
04/01/1970,,Varzim,4-1,Vitória SC,J14,1969-1970
04/01/1970,,U. Tomar,0-0,CUF,J14,1969-1970
04/01/1970,,SC Braga,1-3,Sporting,J14,1969-1970
04/01/1970,,FC Porto,0-0,Belenenses,J14,1969-1970
04/01/1970,,Benfica,3-0,Leixões,J14,1969-1970
04/01/1970,,Barreirense,4-1,Académica OAF,J14,1969-1970
28/12/1969,,Vitória FC,2-2,CUF,J13,1969-1970
28/12/1969,,Varzim,0-1,Benfica,J13,1969-1970
28/12/1969,,U. Tomar,1-0,Académica OAF,J13,1969-1970
28/12/1969,,Sporting,4-1,Leixões,J13,1969-1970
28/12/1969,,SC Braga,3-0,Boavista,J13,1969-1970
28/12/1969,,FC Porto,1-0,Vitória SC,J13,1969-1970
28/12/1969,,Barreirense,0-0,Belenenses,J13,1969-1970
21/12/1969,,Vitória SC,3-0,Barreirense,J12,1969-1970
21/12/1969,,Leixões,0-1,Varzim,J12,1969-1970
21/12/1969,,CUF,3-1,SC Braga,J12,1969-1970
21/12/1969,,Boavista,0-0,Sporting,J12,1969-1970
21/12/1969,,Benfica,2-0,FC Porto,J12,1969-1970
21/12/1969,,Belenenses,2-1,U. Tomar,J12,1969-1970
21/12/1969,,Académica OAF,0-3,Vitória FC,J12,1969-1970
14/12/1969,,Vitória FC,4-0,Belenenses,J11,1969-1970
14/12/1969,,U. Tomar,1-2,Vitória SC,J11,1969-1970
14/12/1969,,Sporting,3-0,CUF,J11,1969-1970
14/12/1969,,SC Braga,1-1,Académica OAF,J11,1969-1970
14/12/1969,,Leixões,6-2,Boavista,J11,1969-1970
14/12/1969,,FC Porto,0-1,Varzim,J11,1969-1970
14/12/1969,,Barreirense,2-2,Benfica,J11,1969-1970
01/12/1969,,Benfica,6-0,U. Tomar,J10,1969-1970
30/11/1969,,Vitória SC,2-1,Vitória FC,J10,1969-1970
30/11/1969,,Varzim,1-2,Barreirense,J10,1969-1970
30/11/1969,,FC Porto,5-1,Leixões,J10,1969-1970
30/11/1969,,CUF,2-1,Boavista,J10,1969-1970
30/11/1969,,Belenenses,1-0,SC Braga,J10,1969-1970
30/11/1969,,Académica OAF,3-0,Sporting,J10,1969-1970
23/11/1969,,Vitória FC,1-0,Benfica,J9,1969-1970
23/11/1969,,U. Tomar,0-2,Varzim,J9,1969-1970
23/11/1969,,SC Braga,2-1,Vitória SC,J9,1969-1970
23/11/1969,,Leixões,1-0,CUF,J9,1969-1970
23/11/1969,,Boavista,2-2,Académica OAF,J9,1969-1970
23/11/1969,,Barreirense,1-1,FC Porto,J9,1969-1970
22/11/1969,,Sporting,2-1,Belenenses,J9,1969-1970
16/11/1969,,Vitória SC,1-2,Sporting,J8,1969-1970
16/11/1969,,Varzim,1-1,Vitória FC,J8,1969-1970
16/11/1969,,FC Porto,2-0,U. Tomar,J8,1969-1970
16/11/1969,,Benfica,5-0,SC Braga,J8,1969-1970
16/11/1969,,Belenenses,3-0,Boavista,J8,1969-1970
16/11/1969,,Barreirense,4-0,Leixões,J8,1969-1970
16/11/1969,,Académica OAF,1-0,CUF,J8,1969-1970
09/11/1969,,Vitória FC,5-0,FC Porto,J7,1969-1970
09/11/1969,,U. Tomar,2-2,Barreirense,J7,1969-1970
09/11/1969,,Sporting,1-0,Benfica,J7,1969-1970
09/11/1969,,SC Braga,1-2,Varzim,J7,1969-1970
09/11/1969,,Leixões,1-0,Académica OAF,J7,1969-1970
09/11/1969,,CUF,0-2,Belenenses,J7,1969-1970
09/11/1969,,Boavista,1-1,Vitória SC,J7,1969-1970
26/10/1969,15:00,Vitória SC,4-0,CUF,J6,1969-1970
26/10/1969,15:00,Varzim,0-0,Sporting,J6,1969-1970
26/10/1969,15:00,U. Tomar,0-1,Leixões,J6,1969-1970
26/10/1969,15:00,FC Porto,2-0,SC Braga,J6,1969-1970
26/10/1969,15:00,Belenenses,1-2,Académica OAF,J6,1969-1970
26/10/1969,15:00,Barreirense,2-0,Vitória FC,J6,1969-1970
25/10/1969,21:30,Benfica,8-0,Boavista,J6,1969-1970
19/10/1969,,Vitória FC,2-0,U. Tomar,J5,1969-1970
19/10/1969,,Sporting,2-1,FC Porto,J5,1969-1970
19/10/1969,,SC Braga,1-0,Barreirense,J5,1969-1970
19/10/1969,,Leixões,5-1,Belenenses,J5,1969-1970
19/10/1969,,CUF,0-2,Benfica,J5,1969-1970
19/10/1969,,Boavista,1-2,Varzim,J5,1969-1970
19/10/1969,,Académica OAF,3-3,Vitória SC,J5,1969-1970
28/09/1969,,Vitória SC,1-2,Belenenses,J4,1969-1970
28/09/1969,,Vitória FC,2-1,Leixões,J4,1969-1970
28/09/1969,,Varzim,2-0,CUF,J4,1969-1970
28/09/1969,,SC Braga,1-1,U. Tomar,J4,1969-1970
28/09/1969,,FC Porto,2-1,Boavista,J4,1969-1970
28/09/1969,,Barreirense,0-3,Sporting,J4,1969-1970
27/09/1969,,Benfica,3-0,Académica OAF,J4,1969-1970
21/09/1969,,SC Braga,1-1,Vitória FC,J3,1969-1970
21/09/1969,,Leixões,0-1,Vitória SC,J3,1969-1970
21/09/1969,,CUF,2-1,FC Porto,J3,1969-1970
21/09/1969,,Boavista,3-2,Barreirense,J3,1969-1970
21/09/1969,,Belenenses,0-1,Benfica,J3,1969-1970
21/09/1969,,Académica OAF,3-0,Varzim,J3,1969-1970
20/09/1969,,Sporting,5-0,U. Tomar,J3,1969-1970
14/09/1969,,Vitória FC,0-2,Sporting,J2,1969-1970
14/09/1969,,Varzim,1-1,Belenenses,J2,1969-1970
14/09/1969,,U. Tomar,4-2,Boavista,J2,1969-1970
14/09/1969,,SC Braga,3-1,Leixões,J2,1969-1970
14/09/1969,,FC Porto,3-3,Académica OAF,J2,1969-1970
14/09/1969,,Benfica,5-0,Vitória SC,J2,1969-1970
14/09/1969,,Barreirense,3-4,CUF,J2,1969-1970
07/09/1969,15:00,Vitória SC,0-0,Varzim,J1,1969-1970
07/09/1969,15:00,Leixões,2-0,Benfica,J1,1969-1970
07/09/1969,15:00,CUF,1-2,U. Tomar,J1,1969-1970
07/09/1969,15:00,Belenenses,1-1,FC Porto,J1,1969-1970
07/09/1969,15:00,Académica OAF,1-3,Barreirense,J1,1969-1970
06/09/1969,21:00,Sporting,4-0,SC Braga,J1,1969-1970
06/09/1969,15:00,Boavista,2-2,Vitória FC,J1,1969-1970
27/04/1969,,Vitória SC,5-0,AD Sanjoanense,J26,1968-1969
27/04/1969,,U. Tomar,0-4,Benfica,J26,1968-1969
27/04/1969,,Sporting,1-0,Leixões,J26,1968-1969
27/04/1969,,FC Porto,1-0,Belenenses,J26,1968-1969
27/04/1969,,CUF,0-3,Vitória FC,J26,1968-1969
27/04/1969,,Atlético CP,0-2,Varzim,J26,1968-1969
27/04/1969,,Académica OAF,6-2,SC Braga,J26,1968-1969
23/04/1969,,AD Sanjoanense,0-1,Benfica,J4,1968-1969
20/04/1969,,Vitória FC,1-1,Vitória SC,J25,1968-1969
20/04/1969,,Varzim,2-1,U. Tomar,J25,1968-1969
20/04/1969,,SC Braga,1-1,CUF,J25,1968-1969
20/04/1969,,Leixões,0-1,Atlético CP,J25,1968-1969
20/04/1969,,Benfica,0-0,FC Porto,J25,1968-1969
20/04/1969,,Belenenses,1-1,Académica OAF,J25,1968-1969
20/04/1969,,AD Sanjoanense,1-2,Sporting,J25,1968-1969
30/03/1969,,Vitória SC,5-0,SC Braga,J24,1968-1969
30/03/1969,,Varzim,2-2,Leixões,J24,1968-1969
30/03/1969,,Sporting,0-1,Vitória FC,J24,1968-1969
30/03/1969,,FC Porto,2-2,U. Tomar,J24,1968-1969
30/03/1969,,CUF,1-1,Belenenses,J24,1968-1969
30/03/1969,,Atlético CP,4-0,AD Sanjoanense,J24,1968-1969
30/03/1969,,Académica OAF,0-2,Benfica,J24,1968-1969
23/03/1969,,Vitória FC,4-0,Atlético CP,J23,1968-1969
23/03/1969,,U. Tomar,2-0,Leixões,J23,1968-1969
23/03/1969,,SC Braga,1-4,Sporting,J23,1968-1969
23/03/1969,,FC Porto,0-1,Académica OAF,J23,1968-1969
23/03/1969,,Benfica,1-0,CUF,J23,1968-1969
23/03/1969,,Belenenses,1-0,Vitória SC,J23,1968-1969
23/03/1969,,AD Sanjoanense,1-2,Varzim,J23,1968-1969
16/03/1969,,Vitória SC,2-0,Benfica,J22,1968-1969
16/03/1969,,Varzim,1-1,Vitória FC,J22,1968-1969
16/03/1969,,Sporting,3-2,Belenenses,J22,1968-1969
16/03/1969,,Leixões,3-0,AD Sanjoanense,J22,1968-1969
16/03/1969,,CUF,0-1,FC Porto,J22,1968-1969
16/03/1969,,Atlético CP,1-2,SC Braga,J22,1968-1969
16/03/1969,,Académica OAF,4-0,U. Tomar,J22,1968-1969
02/03/1969,,Vitória FC,1-1,Leixões,J21,1968-1969
02/03/1969,,U. Tomar,3-0,AD Sanjoanense,J21,1968-1969
02/03/1969,,SC Braga,1-0,Varzim,J21,1968-1969
02/03/1969,,FC Porto,2-1,Vitória SC,J21,1968-1969
02/03/1969,,Benfica,0-0,Sporting,J21,1968-1969
02/03/1969,,Belenenses,2-1,Atlético CP,J21,1968-1969
02/03/1969,,Académica OAF,1-1,CUF,J21,1968-1969
23/02/1969,,Vitória SC,2-1,Académica OAF,J20,1968-1969
23/02/1969,,Varzim,1-1,Belenenses,J20,1968-1969
23/02/1969,,Sporting,2-1,FC Porto,J20,1968-1969
23/02/1969,,Leixões,2-0,SC Braga,J20,1968-1969
23/02/1969,,CUF,2-0,U. Tomar,J20,1968-1969
23/02/1969,,Atlético CP,0-2,Benfica,J20,1968-1969
23/02/1969,,AD Sanjoanense,1-4,Vitória FC,J20,1968-1969
16/02/1969,,U. Tomar,0-0,Vitória FC,J19,1968-1969
16/02/1969,,SC Braga,1-0,AD Sanjoanense,J19,1968-1969
16/02/1969,,FC Porto,4-1,Atlético CP,J19,1968-1969
16/02/1969,,CUF,1-1,Vitória SC,J19,1968-1969
16/02/1969,,Benfica,3-1,Varzim,J19,1968-1969
16/02/1969,,Belenenses,2-1,Leixões,J19,1968-1969
16/02/1969,,Académica OAF,1-0,Sporting,J19,1968-1969
02/02/1969,,Vitória SC,3-0,U. Tomar,J18,1968-1969
02/02/1969,,Vitória FC,3-0,SC Braga,J18,1968-1969
02/02/1969,,Varzim,1-1,FC Porto,J18,1968-1969
02/02/1969,,Sporting,1-1,CUF,J18,1968-1969
02/02/1969,,Leixões,0-0,Benfica,J18,1968-1969
02/02/1969,,Atlético CP,0-4,Académica OAF,J18,1968-1969
02/02/1969,,AD Sanjoanense,2-3,Belenenses,J18,1968-1969
26/01/1969,,Vitória SC,2-1,Sporting,J17,1968-1969
26/01/1969,,U. Tomar,1-1,SC Braga,J17,1968-1969
26/01/1969,,FC Porto,2-1,Leixões,J17,1968-1969
26/01/1969,,CUF,1-3,Atlético CP,J17,1968-1969
26/01/1969,,Benfica,5-0,AD Sanjoanense,J17,1968-1969
26/01/1969,,Belenenses,0-2,Vitória FC,J17,1968-1969
26/01/1969,,Académica OAF,0-0,Varzim,J17,1968-1969
21/01/1969,,Sporting,1-1,U. Tomar,J16,1968-1969
19/01/1969,,Vitória FC,1-1,Benfica,J16,1968-1969
19/01/1969,,Varzim,2-2,CUF,J16,1968-1969
19/01/1969,,SC Braga,1-4,Belenenses,J16,1968-1969
19/01/1969,,Leixões,1-1,Académica OAF,J16,1968-1969
19/01/1969,,Atlético CP,0-3,Vitória SC,J16,1968-1969
19/01/1969,,AD Sanjoanense,0-0,FC Porto,J16,1968-1969
05/01/1969,,Vitória SC,4-2,Varzim,J15,1968-1969
05/01/1969,,U. Tomar,0-1,Belenenses,J15,1968-1969
05/01/1969,,FC Porto,3-2,Vitória FC,J15,1968-1969
05/01/1969,,CUF,1-0,Leixões,J15,1968-1969
05/01/1969,,Benfica,5-0,SC Braga,J15,1968-1969
05/01/1969,,Académica OAF,2-0,AD Sanjoanense,J15,1968-1969
01/01/1969,,Sporting,4-2,Atlético CP,J15,1968-1969
29/12/1968,,Vitória FC,2-1,Académica OAF,J14,1968-1969
29/12/1968,,Varzim,2-1,Sporting,J14,1968-1969
29/12/1968,,SC Braga,1-1,FC Porto,J14,1968-1969
29/12/1968,,Leixões,1-1,Vitória SC,J14,1968-1969
29/12/1968,,Belenenses,1-2,Benfica,J14,1968-1969
29/12/1968,,Atlético CP,0-1,U. Tomar,J14,1968-1969
29/12/1968,,AD Sanjoanense,0-1,CUF,J14,1968-1969
22/12/1968,,Vitória FC,1-1,CUF,J13,1968-1969
22/12/1968,,Varzim,1-0,Atlético CP,J13,1968-1969
22/12/1968,,SC Braga,0-0,Académica OAF,J13,1968-1969
22/12/1968,,Leixões,1-0,Sporting,J13,1968-1969
22/12/1968,,Benfica,4-0,U. Tomar,J13,1968-1969
22/12/1968,,Belenenses,1-1,FC Porto,J13,1968-1969
22/12/1968,,AD Sanjoanense,1-1,Vitória SC,J13,1968-1969
15/12/1968,,Vitória SC,1-1,Vitória FC,J12,1968-1969
15/12/1968,,U. Tomar,1-3,Varzim,J12,1968-1969
15/12/1968,,Sporting,1-0,AD Sanjoanense,J12,1968-1969
15/12/1968,,FC Porto,1-0,Benfica,J12,1968-1969
15/12/1968,,CUF,1-1,SC Braga,J12,1968-1969
15/12/1968,,Atlético CP,1-0,Leixões,J12,1968-1969
15/12/1968,,Académica OAF,2-0,Belenenses,J12,1968-1969
08/12/1968,,SC Braga,0-0,Vitória SC,J11,1968-1969
01/12/1968,,Vitória FC,0-0,Sporting,J11,1968-1969
01/12/1968,,U. Tomar,0-2,FC Porto,J11,1968-1969
01/12/1968,,Leixões,2-0,Varzim,J11,1968-1969
01/12/1968,,Benfica,3-2,Académica OAF,J11,1968-1969
01/12/1968,,Belenenses,1-1,CUF,J11,1968-1969
01/12/1968,,AD Sanjoanense,1-0,Atlético CP,J11,1968-1969
24/11/1968,15:00,Vitória SC,2-0,Belenenses,J10,1968-1969
24/11/1968,15:00,Varzim,3-2,AD Sanjoanense,J10,1968-1969
24/11/1968,15:00,Sporting,3-0,SC Braga,J10,1968-1969
24/11/1968,15:00,Leixões,1-2,U. Tomar,J10,1968-1969
24/11/1968,15:00,CUF,3-0,Benfica,J10,1968-1969
24/11/1968,15:00,Atlético CP,0-1,Vitória FC,J10,1968-1969
24/11/1968,15:00,Académica OAF,2-4,FC Porto,J10,1968-1969
17/11/1968,,Vitória FC,2-1,Varzim,J9,1968-1969
17/11/1968,,U. Tomar,2-1,Académica OAF,J9,1968-1969
17/11/1968,,SC Braga,2-1,Atlético CP,J9,1968-1969
17/11/1968,,FC Porto,3-0,CUF,J9,1968-1969
17/11/1968,,Benfica,0-0,Vitória SC,J9,1968-1969
17/11/1968,,AD Sanjoanense,0-1,Leixões,J9,1968-1969
16/11/1968,,Belenenses,0-0,Sporting,J9,1968-1969
10/11/1968,,Vitória SC,2-0,FC Porto,J8,1968-1969
10/11/1968,,Varzim,3-3,SC Braga,J8,1968-1969
10/11/1968,,Sporting,0-0,Benfica,J8,1968-1969
10/11/1968,,Leixões,1-2,Vitória FC,J8,1968-1969
10/11/1968,,CUF,4-3,Académica OAF,J8,1968-1969
10/11/1968,,Atlético CP,3-1,Belenenses,J8,1968-1969
10/11/1968,,AD Sanjoanense,4-1,U. Tomar,J8,1968-1969
03/11/1968,,Vitória FC,3-0,AD Sanjoanense,J7,1968-1969
03/11/1968,,U. Tomar,1-1,CUF,J7,1968-1969
03/11/1968,,SC Braga,0-1,Leixões,J7,1968-1969
03/11/1968,,FC Porto,1-1,Sporting,J7,1968-1969
03/11/1968,,Benfica,4-3,Atlético CP,J7,1968-1969
03/11/1968,,Belenenses,4-1,Varzim,J7,1968-1969
03/11/1968,,Académica OAF,1-1,Vitória SC,J7,1968-1969
13/10/1968,,Vitória SC,2-1,CUF,J6,1968-1969
13/10/1968,,Vitória FC,4-0,U. Tomar,J6,1968-1969
13/10/1968,,Varzim,1-1,Benfica,J6,1968-1969
13/10/1968,,Sporting,3-0,Académica OAF,J6,1968-1969
13/10/1968,,Leixões,0-0,Belenenses,J6,1968-1969
13/10/1968,,Atlético CP,1-2,FC Porto,J6,1968-1969
13/10/1968,,AD Sanjoanense,1-0,SC Braga,J6,1968-1969
06/10/1968,,U. Tomar,3-1,Vitória SC,J5,1968-1969
06/10/1968,,SC Braga,1-0,Vitória FC,J5,1968-1969
06/10/1968,,FC Porto,2-0,Varzim,J5,1968-1969
06/10/1968,,CUF,1-0,Sporting,J5,1968-1969
06/10/1968,,Benfica,4-0,Leixões,J5,1968-1969
06/10/1968,,Belenenses,0-0,AD Sanjoanense,J5,1968-1969
06/10/1968,,Académica OAF,4-2,Atlético CP,J5,1968-1969
29/09/1968,,Vitória FC,1-1,Belenenses,J4,1968-1969
29/09/1968,,Varzim,1-2,Académica OAF,J4,1968-1969
29/09/1968,,Sporting,0-0,Vitória SC,J4,1968-1969
29/09/1968,,SC Braga,2-1,U. Tomar,J4,1968-1969
29/09/1968,,Leixões,0-1,FC Porto,J4,1968-1969
29/09/1968,,Atlético CP,1-1,CUF,J4,1968-1969
22/09/1968,,Vitória SC,1-0,Atlético CP,J3,1968-1969
22/09/1968,,U. Tomar,2-1,Sporting,J3,1968-1969
22/09/1968,,FC Porto,2-1,AD Sanjoanense,J3,1968-1969
